tab	specimens
specimen	sample	experiments	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_measurements	dir_tilt_correction	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	description	software_packages	int_corr	citations	method_codes	location	site	specimen_direction_type
ns030b1	ns030b	ns030b1 : LT-NO		MAG	289.5	33.2	5	100	1.3				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns030	l
ns030b1	ns030b									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns030	
ns030c1	ns030c									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns030	
ns030c1	ns030c	ns030c1 : LT-NO		MAG	299.7	28.7	6	0	1.3				923	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns030	l
ns030c1	ns030c	ns030c1 : LT-NO		MAG	294.3	33.2	6	100	1.3				923	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns030	l
ns030c2	ns030c									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns030	
ns030d1	ns030d									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns030	
ns030d2	ns030d	ns030d2 : LT-NO		MAG	284.9	33.7	5	100	0.4				923	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns030	l
ns030d2	ns030d									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns030	
ns030d2	ns030d	ns030d2 : LT-NO		MAG	290.9	30.6	5	0	0.4				923	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns030	l
ns030e1	ns030e									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns030	
ns030f1	ns030f									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns030	
ns030f2	ns030f	ns030f2 : LT-NO		HEM	290.6	33	6	0	0.9				923	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns030	l
ns030f2	ns030f									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns030	
ns030f2	ns030f	ns030f2 : LT-NO		HEM	284	36	6	100	0.9				923	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns030	l
ns030g1	ns030g									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns030	
ns031a1	ns031a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns031	
ns031a1	ns031a	ns031a1 : LT-NO		MAG	232.2	39.9	10	-1	1				0.18	0.02	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : DE-BFL	North Shore Volcanics	ns031	l
ns031a1	ns031a	ns031a1 : LT-NO		MAG	289.1	33.5	10	100	1				0.18	0.02	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns031	l
ns031a1	ns031a	ns031a1 : LT-NO		MAG	296.5	27.3	10	0	1				0.18	0.02	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns031	l
ns031a2	ns031a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns031	
ns031b1	ns031b	ns031b1 : LT-NO		MAG	295	26.4	7	0	1.5				873	623	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns031	l
ns031b1	ns031b	ns031b1 : LT-NO		MAG	229.3	46.9	7	-1	1.5				873	623	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns031	l
ns031b1	ns031b	ns031b1 : LT-NO		MAG	287.8	32.3	7	100	1.5				873	623	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns031	l
ns031b1	ns031b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns031	
ns031b2	ns031b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns031	
ns031b3	ns031b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns031	
ns031c1	ns031c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns031	
ns031c1	ns031c	ns031c1 : LT-NO		MAG	285.5	30.5	4	100	0.2				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns031	l
ns031c1	ns031c	ns031c1 : LT-NO		MAG	239	26.9	4	-1	0.2				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns031	l
ns031c1	ns031c	ns031c1 : LT-NO		MAG	292.4	25.3	4	0	0.2				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns031	l
ns031d1	ns031d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns031	
ns031d2	ns031d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns031	
ns031d2	ns031d	ns031d2 : LT-NO		MAG	288.2	32.9	6	100	0.6				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns031	l
ns031d2	ns031d	ns031d2 : LT-NO		MAG	266.7	62.4	6	-1	0.6				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns031	l
ns031d2	ns031d	ns031d2 : LT-NO		MAG	295.6	26.9	6	0	0.6				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns031	l
ns031d3	ns031d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns031	
ns031e1	ns031e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns031	
ns031e2	ns031e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns031	
ns031f1	ns031f	ns031f1 : LT-NO		MAG	289.6	35.5	7	100	1				923	573	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns031	l
ns031f1	ns031f	ns031f1 : LT-NO		MAG	244.1	47.4	7	-1	1				923	573	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns031	l
ns031f1	ns031f	ns031f1 : LT-NO		MAG	297.5	29.2	7	0	1				923	573	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns031	l
ns031f1	ns031f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns031	
ns031f2	ns031f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns031	
ns031f3	ns031f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns031	
ns031g1	ns031g									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns031	
ns031g2	ns031g									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns031	
ns032a1	ns032a									Igneous : Extrusive	Lava Flow	Andesite							This study		North Shore Volcanics	ns032	
ns032a1	ns032a	ns032a1 : LT-NO		MAG	283.5	40.7	10	100	0.7				0.18	0.02	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns032	l
ns032a1	ns032a	ns032a1 : LT-NO		MAG	291.4	34.4	10	0	0.7				0.18	0.02	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns032	l
ns032b1	ns032b	ns032b1 : LT-NO		MAG	285.8	39.1	8	100	1.2				898	623	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns032	l
ns032b1	ns032b	ns032b1 : LT-NO		MAG	293.1	32.4	8	0	1.2				898	623	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns032	l
ns032b1	ns032b									Igneous : Extrusive	Lava Flow	Andesite							This study		North Shore Volcanics	ns032	
ns032c1	ns032c	ns032c1 : LT-NO		MAG	279.9	34.7	4	100	0.4				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns032	l
ns032c1	ns032c	ns032c1 : LT-NO		MAG	286.6	29.1	4	0	0.4				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns032	l
ns032c1	ns032c									Igneous : Extrusive	Lava Flow	Andesite							This study		North Shore Volcanics	ns032	
ns032d1	ns032d									Igneous : Extrusive	Lava Flow	Andesite							This study		North Shore Volcanics	ns032	
ns032e1	ns032e	ns032e1 : LT-NO		HEM	297.5	35.2	14	0	1.6				0.18	0	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns032	l
ns032e1	ns032e									Igneous : Extrusive	Lava Flow	Andesite							This study		North Shore Volcanics	ns032	
ns032e1	ns032e	ns032e1 : LT-NO		HEM	289.8	42.6	14	100	1.6				0.18	0	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns032	l
ns032f1	ns032f	ns032f1 : LT-NO		HEM	298.9	33.4	6	0	1.2				923	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns032	l
ns032f1	ns032f	ns032f1 : LT-NO		HEM	291.9	41.1	6	100	1.2				923	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns032	l
ns032f1	ns032f									Igneous : Extrusive	Lava Flow	Andesite							This study		North Shore Volcanics	ns032	
ns033a1	ns033a									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns033	
ns033a1	ns033a	ns033a1 : LT-NO		MAG	283.4	30.7	9	0	1				0.18	0.03	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns033	l
ns033a1	ns033a	ns033a1 : LT-NO		MAG	277.4	32.5	9	100	1				0.18	0.03	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns033	l
ns033a1	ns033a	ns033a1 : LT-NO		MAG	155.2	9.2	9	-1	1				0.18	0.03	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : DE-BFL	North Shore Volcanics	ns033	l
ns033b1	ns033b	ns033b1 : LT-NO		MAG	198.9	-1.3	7	-1	2.8				898	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns033	l
ns033b1	ns033b									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns033	
ns033b1	ns033b	ns033b1 : LT-NO		MAG	279.3	28.8	7	0	2.8				898	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns033	l
ns033b1	ns033b	ns033b1 : LT-NO		MAG	273.7	29.9	7	100	2.8				898	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns033	l
ns033c1	ns033c	ns033c1 : LT-NO		MAG	235.2	-46.4	3	-1	0.3				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns033	l
ns033c1	ns033c									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns033	
ns033c1	ns033c	ns033c1 : LT-NO		MAG	279	25.6	3	0	0.3				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns033	l
ns033c1	ns033c	ns033c1 : LT-NO		MAG	274.1	26.7	3	100	0.3				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns033	l
ns034a1	ns034a	ns034a1 : LT-NO		HEM	291.4	54.7	14	100	1.2				0.18	0	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns034	l
ns034a1	ns034a	ns034a1 : LT-NO		HEM	293	42.8	14	0	1.2				0.18	0	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns034	l
ns034a1	ns034a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns034	
ns034b1	ns034b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns034	
ns034b1	ns034b	ns034b1 : LT-NO		HEM	300.4	40.3	7	0	2.1				948	773	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns034	l
ns034b1	ns034b	ns034b1 : LT-NO		HEM	300.7	52.3	7	100	2.1				948	773	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns034	l
ns034c1	ns034c	ns034c1 : LT-NO		HEM	305	38.8	4	0	0.7				948	773	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns034	l
ns034c1	ns034c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns034	
ns034c1	ns034c	ns034c1 : LT-NO		HEM	306.4	50.7	4	100	0.7				948	773	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns034	l
ns034d1	ns034d	ns034d1 : LT-NO		HEM	304.2	41.9	5	0	3.1				923	723	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns034	l
ns034d1	ns034d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns034	
ns034d1	ns034d	ns034d1 : LT-NO		HEM	305.6	53.8	5	100	3.1				923	723	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns034	l
ns034e1	ns034e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns034	
ns034e2	ns034e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns034	
ns034f1	ns034f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns034	
ns034g1	ns034g	ns034g1 : LT-NO		HEM	292.9	58.5	11	100	0.8				948	273	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns034	l
ns034g1	ns034g	ns034g1 : LT-NO		HEM	294.3	46.5	11	0	0.8				948	273	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns034	l
ns034g1	ns034g									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns034	
ns035a1	ns035a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns035	
ns035a1	ns035a	ns035a1 : LT-NO		MAG	291.8	45	9	0	0.7				0.18	0.03	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns035	l
ns035a1	ns035a	ns035a1 : LT-NO		MAG	40.6	53	9	-1	0.7				0.18	0.03	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : DE-BFL	North Shore Volcanics	ns035	l
ns035a1	ns035a	ns035a1 : LT-NO		MAG	289.7	56.9	9	100	0.7				0.18	0.03	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns035	l
ns035b1	ns035b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns035	
ns035b1	ns035b	ns035b1 : LT-NO		MAG	167.9	14.7	4	-1	0.6				898	823	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns035	l
ns035b1	ns035b	ns035b1 : LT-NO		MAG	295.4	43.8	4	0	0.6				898	823	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns035	l
ns035b1	ns035b	ns035b1 : LT-NO		MAG	294.4	55.8	4	100	0.6				898	823	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns035	l
ns035b2	ns035b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns035	
ns035c1	ns035c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns035	
ns035c2	ns035c	ns035c2 : LT-NO		MAG	294.9	44	12	0	1.2				0.18	0.01	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns035	l
ns035c2	ns035c	ns035c2 : LT-NO		MAG	154.8	-18.8	12	-1	1.2				0.18	0.01	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : DE-BFL	North Shore Volcanics	ns035	l
ns035c2	ns035c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns035	
ns035c2	ns035c	ns035c2 : LT-NO		MAG	293.7	55.9	12	100	1.2				0.18	0.01	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns035	l
ns035d1	ns035d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns035	
ns035d2	ns035d	ns035d2 : LT-NO		MAG	354	47.3	8	-1	1.4				923	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns035	l
ns035d2	ns035d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns035	
ns035d2	ns035d	ns035d2 : LT-NO		MAG	297.8	43.4	8	0	1.4				923	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns035	l
ns035d2	ns035d	ns035d2 : LT-NO		MAG	297.5	55.4	8	100	1.4				923	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns035	l
ns035e1	ns035e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns035	
ns035e2	ns035e	ns035e2 : LT-NO		MAG	293.6	55.5	8	100	0.7				923	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns035	l
ns035e2	ns035e	ns035e2 : LT-NO		MAG	294.8	43.5	8	0	0.7				923	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns035	l
ns035e2	ns035e	ns035e2 : LT-NO		MAG	354.8	49.5	8	-1	0.7				923	473	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns035	l
ns035e2	ns035e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns035	
ns035e3	ns035e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns035	
ns035f1	ns035f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns035	
ns035g1	ns035g									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns035	
ns036a1	ns036a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns036	
ns036a1	ns036a	ns036a1 : LT-NO		HEM	296	45.7	11	0	0.7				0.18	0.015	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns036	l
ns036a1	ns036a	ns036a1 : LT-NO		HEM	295.1	57.7	11	100	0.7				0.18	0.015	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns036	l
ns036a2	ns036a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns036	
ns036a3	ns036a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns036	
ns036b1	ns036b	ns036b1 : LT-NO		HEM	295.6	55.5	5	100	0.9				898	773	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns036	l
ns036b1	ns036b	ns036b1 : LT-NO		HEM	296.4	43.5	5	0	0.9				898	773	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns036	l
ns036b1	ns036b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns036	
ns036b2	ns036b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns036	
ns036d1	ns036d	ns036d1 : LT-NO		HEM	306	49.5	4	100	0.8				923	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns036	l
ns036d1	ns036d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns036	
ns036d1	ns036d	ns036d1 : LT-NO		HEM	304.7	37.6	4	0	0.8				923	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns036	l
ns036d2	ns036d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns036	
ns036e1	ns036e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns036	
ns036e2	ns036e	ns036e2 : LT-NO		MAG	301.4	46.1	5	0	1.3				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns036	l
ns036e2	ns036e	ns036e2 : LT-NO		MAG	207.8	73.5	5	-1	1.3				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns036	l
ns036e2	ns036e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns036	
ns036e2	ns036e	ns036e2 : LT-NO		MAG	302.1	58.1	5	100	1.3				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns036	l
ns036f1	ns036f	ns036f1 : LT-NO		HEM	197.4	5	11	0	3.4				0.1	0	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-CMD-NORTH : DE-BFP : DA-DIR-GEO	North Shore Volcanics	ns036	p
ns036f1	ns036f	ns036f1 : LT-NO		HEM	196.6	2.4	11	100	3.4				0.1	0	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-CMD-NORTH : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns036	p
ns036f1	ns036f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns036	
ns036f2	ns036f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns036	
ns036f3	ns036f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns036	
ns037a1	ns037a	ns037a1 : LT-NO		MAG	292.9	52.6	9	100	0.7				0.18	0.03	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns037	l
ns037a1	ns037a	ns037a1 : LT-NO		MAG	294.2	40.7	9	0	0.7				0.18	0.03	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns037	l
ns037a1	ns037a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns037	
ns037a1	ns037a	ns037a1 : LT-NO		MAG	332.8	68.2	9	-1	0.7				0.18	0.03	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : DE-BFL	North Shore Volcanics	ns037	l
ns037a2	ns037a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns037	
