tab	specimens
specimen	sample	experiments	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_measurements	dir_tilt_correction	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	description	software_packages	int_corr	citations	method_codes	location	site	specimen_direction_type
ns066d1	ns066d	ns066d1 : LT-NO		HEM	315.2	20.2	5	0	1.5				923	723	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns066	l
ns066e1	ns066e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns066	
ns066e1	ns066e	ns066e1 : LT-NO		HEM	317.5	35.8	7	100	1.2				948	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns066	l
ns066e1	ns066e	ns066e1 : LT-NO		HEM	313	18.9	7	0	1.2				948	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns066	l
ns066f1	ns066f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns066	
ns067a1	ns067a	ns067a1 : LT-NO		HEM	284.4	46	8	100	1.8				0.18	0.04	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns067	l
ns067a1	ns067a	ns067a1 : LT-NO		HEM	285.2	27	8	0	1.8				0.18	0.04	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns067	l
ns067a1	ns067a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns067	
ns067a2	ns067a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns067	
ns067a3	ns067a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns067	
ns067b1	ns067b	ns067b1 : LT-NO		HEM	286.3	25	7	0	1				873	623	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns067	l
ns067b1	ns067b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns067	
ns067b1	ns067b	ns067b1 : LT-NO		HEM	285.9	44	7	100	1				873	623	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns067	l
ns067b2	ns067b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns067	
ns067c1	ns067c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns067	
ns067c2	ns067c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns067	
ns067c3	ns067c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns067	
ns067c3	ns067c	ns067c3 : LT-NO		HEM	291.8	28.2	6	0	0.7				948	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns067	l
ns067c3	ns067c	ns067c3 : LT-NO		HEM	292.9	47.2	6	100	0.7				948	673	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns067	l
ns067d1	ns067d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns067	
ns067d2	ns067d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns067	
ns067e1	ns067e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns067	
ns067e1	ns067e	ns067e1 : LT-NO		HEM	286.4	53.1	6	100	4.6				0.18	0.06	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns067	l
ns067e1	ns067e	ns067e1 : LT-NO		HEM	286.8	34.1	6	0	4.6				0.18	0.06	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns067	l
ns067f1	ns067f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns067	
ns067f2	ns067f	ns067f2 : LT-NO		MAG	286.4	45.2	6	100	0.5				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns067	l
ns067f2	ns067f	ns067f2 : LT-NO		MAG	286.7	26.2	6	0	0.5				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns067	l
ns067f2	ns067f	ns067f2 : LT-NO		MAG	190.3	-47.1	6	-1	0.5				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns067	l
ns067f2	ns067f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns067	
ns068a1	ns068a	ns068a1 : LT-NO		MAG	312.4	36.7	8	100	1				0.18	0.015	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns068	l
ns068a1	ns068a	ns068a1 : LT-NO		MAG	308.6	19.1	8	0	1				0.18	0.015	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns068	l
ns068a1	ns068a	ns068a1 : LT-NO		MAG	59	34	8	-1	1				0.18	0.015	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : DE-BFL	North Shore Volcanics	ns068	l
ns068a1	ns068a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns068	
ns068a2	ns068a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns068	
ns068b1	ns068b	ns068b1 : LT-NO		MAG	319.8	14.2	4	0	1.7				873	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns068	l
ns068b1	ns068b	ns068b1 : LT-NO		MAG	324.1	30	4	100	1.7				873	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns068	l
ns068b1	ns068b	ns068b1 : LT-NO		MAG	73.2	19.5	4	-1	1.7				873	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns068	l
ns068b1	ns068b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns068	
ns068b2	ns068b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns068	
ns068c1	ns068c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns068	
ns068d1	ns068d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns068	
ns068d1	ns068d	ns068d1 : LT-NO		MAG	305.2	11.5	6	0	1.6				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns068	l
ns068d1	ns068d	ns068d1 : LT-NO		MAG	307.5	29.6	6	100	1.6				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns068	l
ns068d1	ns068d	ns068d1 : LT-NO		MAG	138.4	-8.8	6	-1	1.6				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns068	l
ns068d2	ns068d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns068	
ns068e1	ns068e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns068	
ns068f1	ns068f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns068	
ns068f1	ns068f	ns068f1 : LT-NO		MAG	228.5	15.5	5	-1	1.1				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns068	l
ns068f1	ns068f	ns068f1 : LT-NO		MAG	309.6	19.4	5	0	1.1				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns068	l
ns068f1	ns068f	ns068f1 : LT-NO		MAG	313.8	36.8	5	100	1.1				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns068	l
ns068f2	ns068f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns068	
ns068g1	ns068g									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns068	
ns068g2	ns068g	ns068g2 : LT-NO		HEM	314.5	35.1	8	100	1.6				0.12	0.02	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns068	l
ns068g2	ns068g									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns068	
ns068g2	ns068g	ns068g2 : LT-NO		HEM	310.5	17.7	8	0	1.6				0.12	0.02	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns068	l
ns069a1	ns069a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns069	
ns069a1	ns069a	ns069a1 : LT-NO		MAG	326.1	29.1	10	0	1.3				0.18	0.02	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns069	l
ns069a1	ns069a	ns069a1 : LT-NO		MAG	335.6	43.1	10	100	1.3				0.18	0.02	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns069	l
ns069a1	ns069a	ns069a1 : LT-NO		MAG	187.3	2.3	10	-1	1.3				0.18	0.02	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : DE-BFL	North Shore Volcanics	ns069	l
ns069a2	ns069a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns069	
ns069b1	ns069b	ns069b1 : LT-NO		MAG	207.4	0.4	5	-1	1.8				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns069	l
ns069b1	ns069b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns069	
ns069b2	ns069b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns069	
ns069c1	ns069c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns069	
ns069c2	ns069c	ns069c2 : LT-NO		MAG	313.8	44.3	3	100	0.7				873	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns069	l
ns069c2	ns069c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns069	
ns069c2	ns069c	ns069c2 : LT-NO		MAG	308.4	26.8	3	0	0.7				873	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns069	l
ns069c2	ns069c	ns069c2 : LT-NO		MAG	59.1	75.6	3	-1	0.7				873	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns069	l
ns069d1	ns069d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns069	
ns069e1	ns069e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns069	
ns069e2	ns069e	ns069e2 : LT-NO		MAG	306.4	31.2	3	0	0.6				873	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns069	l
ns069e2	ns069e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns069	
ns069e2	ns069e	ns069e2 : LT-NO		MAG	312.3	49	3	100	0.6				873	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns069	l
ns069e2	ns069e	ns069e2 : LT-NO		MAG	122.4	-4.5	3	-1	0.6				873	773	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns069	l
ns069f1	ns069f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns069	
ns069f2	ns069f	ns069f2 : LT-NO		MAG	311.3	48.3	4	100	1.3				823	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns069	l
ns069f2	ns069f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns069	
ns069f2	ns069f	ns069f2 : LT-NO		MAG	305.7	30.5	4	0	1.3				823	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns069	l
ns069f2	ns069f	ns069f2 : LT-NO		MAG	297.9	79.3	4	-1	1.3				823	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns069	l
ns070a1	ns070a	ns070a1 : LT-NO		HEM	345.3	66.7	14	0	2.6				0.18	0	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns070	l
ns070a1	ns070a									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns070	
ns070a1	ns070a	ns070a1 : LT-NO		HEM	34.3	69.7	14	100	2.6				0.18	0	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns070	l
ns070b1	ns070b									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns070	
ns070b1	ns070b	ns070b1 : LT-NO		MAG	13.6	51	10	-1	3.6				848	273	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFP	North Shore Volcanics	ns070	p
ns070b1	ns070b	ns070b1 : LT-NO		MAG	344.4	-5.5	10	100	3.6				848	273	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns070	p
ns070b1	ns070b	ns070b1 : LT-NO		MAG	167.4	15.6	10	0	3.6				848	273	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	North Shore Volcanics	ns070	p
ns070c1	ns070c									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns070	
ns070c1	ns070c	ns070c1 : LT-NO		HEM	28.5	-8.2	5	100	5.7				673	273	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns070	p
ns070c1	ns070c	ns070c1 : LT-NO		HEM	30.5	-4.3	5	0	5.7				673	273	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	North Shore Volcanics	ns070	p
ns070c2	ns070c									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns070	
ns070c2	ns070c	ns070c2 : LT-NO		HEM	302.6	57.8	14	100	3.5				0.18	0	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns070	l
ns070c2	ns070c	ns070c2 : LT-NO		HEM	298	39.2	14	0	3.5				0.18	0	T	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns070	l
ns070d1	ns070d									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns070	
ns070d2	ns070d									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns070	
ns070e1	ns070e	ns070e1 : LT-NO		MAG	4.3	15.3	10	-1	3.3				923	273	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFP	North Shore Volcanics	ns070	p
ns070e1	ns070e	ns070e1 : LT-NO		MAG	207.1	7.7	10	0	3.3				923	273	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	North Shore Volcanics	ns070	p
ns070e1	ns070e									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns070	
ns070e1	ns070e	ns070e1 : LT-NO		MAG	204.1	10.2	10	100	3.3				923	273	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns070	p
ns070f1	ns070f									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns070	
ns070f1	ns070f	ns070f1 : LT-NO		HEM	209	12.3	7	100	5.2				823	373	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns070	p
ns070f1	ns070f	ns070f1 : LT-NO		HEM	212.4	8.1	7	0	5.2				823	373	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	North Shore Volcanics	ns070	p
ns071a1	ns071a	ns071a1 : LT-NO		HEM	38.1	-19.8	13	100	4.5				0.18	0.005	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns071	p
ns071a1	ns071a									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns071	
ns071a1	ns071a	ns071a1 : LT-NO		HEM	223.2	12.4	13	0	4.5				0.18	0.005	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	North Shore Volcanics	ns071	p
ns071b1	ns071b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns071	
ns071b1	ns071b	ns071b1 : LT-NO		MAG	148	3.8	5	-1	0.5				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns071	l
ns071b1	ns071b	ns071b1 : LT-NO		MAG	314.7	37.1	5	100	0.5				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns071	l
ns071b1	ns071b	ns071b1 : LT-NO		MAG	310.4	19.8	5	0	0.5				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns071	l
ns071b2	ns071b									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns071	
ns071c1	ns071c									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns071	
ns071c1	ns071c	ns071c1 : LT-NO		MAG	302.4	30.7	4	0	2.7				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns071	l
ns071c1	ns071c	ns071c1 : LT-NO		MAG	307	48.9	4	100	2.7				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns071	l
ns071c1	ns071c	ns071c1 : LT-NO		MAG	146.6	53.5	4	-1	2.7				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns071	l
ns071d1	ns071d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns071	
ns071d2	ns071d	ns071d2 : LT-NO		MAG	305.3	22.6	4	0	0.9				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns071	l
ns071d2	ns071d	ns071d2 : LT-NO		MAG	309.2	40.6	4	100	0.9				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns071	l
ns071d2	ns071d	ns071d2 : LT-NO		MAG	55.5	66.4	4	-1	0.9				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns071	l
ns071d2	ns071d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns071	
ns071d3	ns071d									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns071	
ns071e1	ns071e	ns071e1 : LT-NO		MAG	317.9	53.8	4	100	1				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns071	l
ns071e1	ns071e	ns071e1 : LT-NO		MAG	309.5	36.6	4	0	1				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns071	l
ns071e1	ns071e									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns071	
ns071e1	ns071e	ns071e1 : LT-NO		MAG	126.3	12.3	4	-1	1				873	723	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : DE-BFL	North Shore Volcanics	ns071	l
ns071f1	ns071f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns071	
ns071f2	ns071f	ns071f2 : LT-NO		MAG	303.9	46.4	10	100	1.7				0.12	0.01	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns071	l
ns071f2	ns071f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns071	
ns071f2	ns071f	ns071f2 : LT-NO		MAG	300.4	28	10	0	1.7				0.12	0.01	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns071	l
ns071f2	ns071f	ns071f2 : LT-NO		MAG	204.8	-32.3	10	-1	1.7				0.12	0.01	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : DE-BFL	North Shore Volcanics	ns071	l
ns071f3	ns071f									Igneous : Extrusive	Lava Flow	Basalt							This study		North Shore Volcanics	ns071	
ns072a1	ns072a	ns072a1 : LT-NO		MAG	190.8	17.8	8	0	4.9				0.06	0.005	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO	North Shore Volcanics	ns072	p
ns072a1	ns072a	ns072a1 : LT-NO		MAG	185.3	14.5	8	100	4.9				0.06	0.005	T	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns072	p
ns072a1	ns072a									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns072	
ns072b1	ns072b	ns072b1 : LT-NO		MAG	290.7	58.1	6	100	3.7				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns072	l
ns072b1	ns072b	ns072b1 : LT-NO		MAG	289.8	39.1	6	0	3.7				873	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns072	l
ns072b1	ns072b									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns072	
ns072c1	ns072c	ns072c1 : LT-NO		HEM	174	16.1	4	100	2.1				673	373	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns072	p
ns072c1	ns072c	ns072c1 : LT-NO		HEM	180.3	22.9	4	0	2.1				673	373	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	North Shore Volcanics	ns072	p
ns072c1	ns072c									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns072	
ns072d1	ns072d	ns072d1 : LT-NO		MAG	284.4	51.6	6	100	1.5				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns072	l
ns072d1	ns072d	ns072d1 : LT-NO		MAG	285.4	32.6	6	0	1.5				923	673	K	Magnetite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	North Shore Volcanics	ns072	l
ns072d1	ns072d									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns072	
ns072e1	ns072e	ns072e1 : LT-NO		HEM	187.1	15.4	4	100	2.8				673	373	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO : DA-DIR-TILT	North Shore Volcanics	ns072	p
ns072e1	ns072e									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns072	
ns072e1	ns072e	ns072e1 : LT-NO		HEM	192.8	18.1	4	0	2.8				673	373	K	Hematite remanence.	pmagpy-2.03	u	This study	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	North Shore Volcanics	ns072	p
ns072f1	ns072f									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns072	
ns073a1	ns073a									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns073	
ns073a2	ns073a									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns073	
ns073b1	ns073b									Igneous : Extrusive	Lava Flow	Rhyolite							This study		North Shore Volcanics	ns073	
