tab	samples
sample	site	specimens	dir_comp_name	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	criteria	description	software_packages	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	dip	orientation_quality	citations	method_codes	timestamp	timestamp	timestamp	timestamp	location	sample_direction_type
ns008b	ns008	ns008b1	HEM	318.1	36.3	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns008b	ns008	ns008b1	HEM	313.9	47.4	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns008b	ns008									47.60108	269.21345	Igneous : Intrusive	Sill	Diorite				258.2	0	12	159	-90	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns008c	ns008									47.60108	269.21345	Igneous : Intrusive	Sill	Diorite				322.7	0	12	159	-107	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns008c	ns008	ns008c1	HEM	312	33.3	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns008c	ns008	ns008c1	HEM	307.3	43.8	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns008d	ns008									47.60108	269.21345	Igneous : Intrusive	Sill	Diorite				315.8	0	12	159	-111	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns008d	ns008	ns008d1	HEM	310.8	33.7	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns008d	ns008	ns008d1	HEM	305.8	44	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns008e	ns008									47.60108	269.21345	Igneous : Intrusive	Sill	Diorite				320	0	12	159	-96	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns008f	ns008									47.60108	269.21345	Igneous : Intrusive	Sill	Diorite				266	0	12	159	-96	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns008g	ns008									47.60108	269.21345	Igneous : Intrusive	Sill	Diorite				329	0	12	159	-97	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns008h	ns008									47.60108	269.21345	Igneous : Intrusive	Sill	Diorite				330.3	0	12	159	-95	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns008h	ns008	ns008h1	HEM	307.2	32.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns008h	ns008	ns008h1	HEM	301.9	42.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns008i	ns008									47.60108	269.21345	Igneous : Intrusive	Sill	Diorite				265	0	12	159	-70	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns008j	ns008									47.60108	269.21345	Igneous : Intrusive	Sill	Diorite				331	0	12	159	-76	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns008k	ns008									47.60108	269.21345	Igneous : Intrusive	Sill	Diorite				326	0	12	159	-73	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns009a	ns009	ns009a1	HEM	290.6	46.5	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns009a	ns009	ns009a1	HEM	278.9	53.5	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns009a	ns009									47.59789	269.2085	Igneous : Extrusive	Lava Flow	Basalt				313.3	0	12	159	-75	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns009b	ns009	ns009b1	MAG	287.9	43.2	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns009b	ns009	ns009b1	MAG	277.2	49.9	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns009b	ns009									47.59789	269.2085	Igneous : Extrusive	Lava Flow	Basalt				263.7	0	12	159	-85	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns009c	ns009	ns009c1	HEM	280.2	48	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns009c	ns009	ns009c1	HEM	289.7	40.9	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns009c	ns009									47.59789	269.2085	Igneous : Extrusive	Lava Flow	Basalt				302.5	0	12	159	-81	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns009d	ns009									47.59789	269.2085	Igneous : Extrusive	Lava Flow	Basalt				276	0	12	159	-54	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns009e	ns009	ns009e1	HEM	294.8	41.3	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns009e	ns009									47.59789	269.2085	Igneous : Extrusive	Lava Flow	Basalt				309	0	12	159	-61	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns009e	ns009	ns009e1	HEM	285.7	49.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns009f	ns009	ns009f1	HEM	282.5	45	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns009f	ns009									47.59789	269.2085	Igneous : Extrusive	Lava Flow	Basalt				356.6	0	12	159	-85	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns009f	ns009	ns009f1	HEM	290.9	37.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns010a	ns010									47.59411	269.20271	Igneous : Extrusive	Lava Flow	Basalt				323	0	12	159	-87	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns010a	ns010	ns010a1	HEM	290.7	31.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns010a	ns010	ns010a1	HEM	284	39.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns010b	ns010									47.59411	269.20271	Igneous : Extrusive	Lava Flow	Basalt				322.1	0	12	159	-91	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns010b	ns010	ns010b1	HEM	288	28.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns010b	ns010	ns010b1	HEM	281.9	35.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns010c	ns010	ns010c1	HEM	291.1	33.3	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns010c	ns010									47.59411	269.20271	Igneous : Extrusive	Lava Flow	Basalt				303.6	0	12	159	-70.5	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns010c	ns010	ns010c1	HEM	284	40.8	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns010d	ns010									47.59411	269.20271	Igneous : Extrusive	Lava Flow	Basalt				291.1	0	12	159	-69	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns010d	ns010	ns010d1	HEM	283.4	42.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns010d	ns010	ns010d1	HEM	290.9	34.7	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns010e	ns010									47.59411	269.20271	Igneous : Extrusive	Lava Flow	Basalt				344.6	0	12	159	-79	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns010e	ns010	ns010e1	HEM	295.2	39.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns010e	ns010	ns010e1	HEM	300.7	30.1	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns010f	ns010									47.59411	269.20271	Igneous : Extrusive	Lava Flow	Basalt				316	0	12	159	-75	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns011a	ns011									47.58531	269.18479	Igneous : Extrusive	Lava Flow	Basalt				288.6	0	12	159	-97	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns011a	ns011	ns011a1	HEM	291.8	22.7	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns011a	ns011	ns011a1	HEM	287.2	30.5	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns011b	ns011	ns011b1	HEM	294.4	22.4	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns011b	ns011	ns011b1	HEM	290	30.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns011b	ns011									47.58531	269.18479	Igneous : Extrusive	Lava Flow	Basalt				287.8	0	12	159	-93	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns011c	ns011									47.58531	269.18479	Igneous : Extrusive	Lava Flow	Basalt				347.9	0	12	159	-76	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns011c	ns011	ns011c1	HEM	291.6	24.4	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns011c	ns011	ns011c1	HEM	294.7	16	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns011d	ns011	ns011d1	HEM	285.1	27.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns011d	ns011	ns011d1	HEM	289.2	19.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns011d	ns011									47.58531	269.18479	Igneous : Extrusive	Lava Flow	Basalt				347.3	0	12	159	-8	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns011e	ns011	ns011e1	HEM	296.1	23.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns011e	ns011									47.58531	269.18479	Igneous : Extrusive	Lava Flow	Basalt				343.2	0	12	159	-24	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns011e	ns011	ns011e1	HEM	298.8	14.1	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns011f	ns011									47.58531	269.18479	Igneous : Extrusive	Lava Flow	Basalt				271	0	12	159	-12	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns011g	ns011									47.58531	269.18479	Igneous : Extrusive	Lava Flow	Basalt				313	0	12	159	-83	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns012a	ns012									47.54605	269.10639	Igneous : Extrusive	Lava Flow	Basalt				221.3	0	12	149	-84	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns012a	ns012	ns012a1	MAG	286.6	34.5	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns012a	ns012	ns012a1	MAG	279.7	42.8	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns012b	ns012									47.54605	269.10639	Igneous : Extrusive	Lava Flow	Basalt				210.2	0	12	149	-81	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns012b	ns012	ns012b1	HEM	284.1	44.1	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns012b	ns012	ns012b1	HEM	273.8	51.9	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns012c	ns012	ns012c1	HEM	284.6	39.4	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns012c	ns012									47.54605	269.10639	Igneous : Extrusive	Lava Flow	Basalt				207.5	0	12	149	-77	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns012c	ns012	ns012c1	HEM	290.2	30.4	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns012d	ns012									47.54605	269.10639	Igneous : Extrusive	Lava Flow	Basalt				236	0	12	149	-87.5	g	This study	FS-FD : SO-POM : SO-GT5 : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns012d	ns012	ns012d2	HEM	284.2	36.6	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns012d	ns012	ns012d2	HEM	289.3	27.7	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns012e	ns012	ns012e2	HEM	290.6	27.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns012e	ns012									47.54605	269.10639	Igneous : Extrusive	Lava Flow	Basalt				246.9	0	12	149	-76	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns012e	ns012	ns012e2	HEM	285.6	36.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns012f	ns012									47.54605	269.10639	Igneous : Extrusive	Lava Flow	Basalt				326	0	12	149	-86	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns012g	ns012									47.54605	269.10639	Igneous : Extrusive	Lava Flow	Basalt				330	0	12	149	-90	g	This study	FS-FD : SO-POM : SO-GT5 : SO-MAG	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns013a	ns013	ns013a1	HEM	293.9	25.4	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns013a	ns013	ns013a1	HEM	289.6	35	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns013a	ns013									47.55097	269.11716	Igneous : Extrusive	Lava Flow	Basalt				353	0	12	149	-54	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns013b	ns013									47.55097	269.11716	Igneous : Extrusive	Lava Flow	Basalt		## direction deleted because: bad mark in field##.		308	0	12	149	-59	b	This study	FS-FD : SO-POM : SO-MAG	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns013c	ns013									47.55097	269.11716	Igneous : Extrusive	Lava Flow	Basalt				344.3	0	12	149	-43	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns013c	ns013	ns013c1	HEM	283.2	40.7	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns013c	ns013	ns013c1	HEM	289.2	31.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns013d	ns013	ns013d3	HEM	290.7	27.8	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns013d	ns013									47.55097	269.11716	Igneous : Extrusive	Lava Flow	Basalt				302.7	0	12	149	-37	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns013d	ns013	ns013d3	HEM	285.7	36.9	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns013e	ns013									47.55097	269.11716	Igneous : Extrusive	Lava Flow	Basalt				356.7	0	12	149	-81	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns013e	ns013	ns013e3	HEM	281.8	40.2	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns013e	ns013	ns013e3	HEM	287.9	31.6	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns013f	ns013									47.55097	269.11716	Igneous : Extrusive	Lava Flow	Basalt				24	0	12	149	-51	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns014a	ns014									47.46915	268.98572	Igneous : Extrusive	Lava Flow	Basalt				313.3	0	12	145	-22	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns014a	ns014	ns014a1	HEM	276	24.1	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns014a	ns014	ns014a1	HEM	271	31.6	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns014b	ns014	ns014b1	HEM	277.7	24.7	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns014b	ns014	ns014b1	HEM	272.7	32.5	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns014b	ns014									47.46915	268.98572	Igneous : Extrusive	Lava Flow	Basalt				300.2	0	12	145	-4	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns014c	ns014	ns014c1	HEM	275.3	33.5	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns014c	ns014	ns014c1	HEM	280.3	25.3	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns014c	ns014									47.46915	268.98572	Igneous : Extrusive	Lava Flow	Basalt				159.1	0	12	145	-7	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns014d	ns014	ns014d1	HEM	275.7	22.4	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns014d	ns014									47.46915	268.98572	Igneous : Extrusive	Lava Flow	Basalt				317.4	0	12	145	-9	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns014d	ns014	ns014d1	HEM	271.1	29.8	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns014e	ns014									47.46915	268.98572	Igneous : Extrusive	Lava Flow	Basalt				301	0	12	145	-9	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns014f	ns014	ns014f1	HEM	274.1	31.1	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns014f	ns014									47.46915	268.98572	Igneous : Extrusive	Lava Flow	Basalt				344.4	0	12	145	-10	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns014f	ns014	ns014f1	HEM	278.8	23.2	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns014g	ns014									47.46915	268.98572	Igneous : Extrusive	Lava Flow	Basalt				330	0	12	145	-10.5	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns014h	ns014									47.46915	268.98572	Igneous : Extrusive	Lava Flow	Basalt				301	0	12	145	-9	g	This study	FS-FD : SO-POM : SO-MAG	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns015a	ns015									47.46923	268.9863	Igneous : Extrusive	Lava Flow	Basalt				176.2	0	12	145	-55	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns015a	ns015	ns015a1	HEM	295.6	26.3	1	1	0	100						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO : DA-DIR-TILT					North Shore Volcanics	l
ns015a	ns015	ns015a1	HEM	297.7	15.7	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
ns015b	ns015									47.46923	268.9863	Igneous : Extrusive	Lava Flow	Basalt				172	0	12	145	-61	g	This study	FS-FD : SO-POM : SO-SUN	2006:07:10:00:00:00.00		2006:07:10:00:00:00.00		North Shore Volcanics	
ns015b	ns015	ns015b1	HEM	295.8	15.9	1	1	0	0						DE-SPEC		pmagpy-2.03							This study	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO					North Shore Volcanics	l
